name,company,year,Price,kms_driven,fuel_type
MG Astor ZX Plus,MG,2020,"966,171","116,537 kms",Petrol
Honda City S,Honda,2020,"1,706,159","95,264 kms",Diesel
Honda Elevate SX(O),Honda,2023,"787,364","2,424 kms",Diesel
Tata Tiago LXi,Tata,2021,"349,856","68,849 kms",Diesel
Toyota Urban Cruiser S,Toyota,2022,"824,781","2,587 kms",Petrol
Maruti Brezza S,Maruti,2024,"885,913","19,425 kms",Petrol
Toyota Fortuner VXi,Toyota,2023,"2,934,819","2,127 kms",Petrol
Toyota Fortuner Top,Toyota,2025,"4,296,615","4,435 kms",Diesel
Maruti Baleno ZXi,Maruti,2019,"888,959","7,059 kms",Diesel
Mahindra XUV400 ZXi,Mahindra,2025,"1,461,364",148 kms,Petrol
Nissan Magnite VXi,Nissan,2026,"1,507,471","3,380 kms",Petrol
MG Hector S,MG,2020,"783,233","45,756 kms",Diesel
Skoda Slavia EX,Skoda,2020,"1,594,055","73,398 kms",Petrol
Tata Nexon SX(O),Tata,2025,"2,295,992","8,477 kms",Electric
Nissan Magnite VXi,Nissan,2025,"1,231,947","5,753 kms",Diesel
Nissan Magnite SX,Nissan,2023,"1,175,526","33,304 kms",CNG
Renault Kiger VXi,Renault,2023,"1,031,941","7,998 kms",Diesel
Toyota Glanza SX(O),Toyota,2024,"1,124,571","10,260 kms",Diesel
MG Hector LXi,MG,2024,"1,163,608","9,142 kms",Diesel
Kia Seltos Top,Kia,2021,"2,053,186","40,800 kms",Diesel
MG Comet EV EX,MG,2019,"615,020","113,233 kms",Petrol
Skoda Superb EX,Skoda,2019,"567,402","28,678 kms",Petrol
Skoda Kodiaq VXi,Skoda,2022,"900,715","8,961 kms",Petrol
Maruti WagonR SX(O),Maruti,2019,"877,395","4,140 kms",Diesel
Nissan Kicks S,Nissan,2021,"1,114,382","26,917 kms",Petrol
Kia Carnival S,Kia,2021,"840,521","26,805 kms",Diesel
Skoda Kushaq ZXi,Skoda,2019,"974,543","68,089 kms",Diesel
MG Hector VXi,MG,2024,"979,800","35,467 kms",Diesel
Nissan Kicks VXi,Nissan,2021,"1,311,842","64,961 kms",Petrol
MG Astor Top,MG,2020,"1,077,179","68,339 kms",Diesel
Nissan Magnite SX(O),Nissan,2023,"991,825","44,558 kms",Petrol
Hyundai Exter Top,Hyundai,2019,"603,245","46,069 kms",Petrol
MG Hector LXi,MG,2023,"1,196,520","5,982 kms",Diesel
Mahindra XUV400 ZXi,Mahindra,2026,"1,147,276","3,048 kms",CNG
Hyundai i20 VXi,Hyundai,2023,"664,806","10,761 kms",Petrol
Honda Elevate S,Honda,2021,"874,096","57,340 kms",Diesel
Hyundai Creta VXi,Hyundai,2022,"2,342,764","39,050 kms",CNG
Mahindra Scorpio Classic LXi,Mahindra,2019,"728,476","26,367 kms",Diesel
Renault Triber EX,Renault,2020,"1,198,132","39,174 kms",Petrol
Honda CR-V SX,Honda,2026,"1,262,433","3,040 kms",Electric
Skoda Slavia Top,Skoda,2020,"1,338,116","106,907 kms",CNG
Mahindra Scorpio N LXi,Mahindra,2024,"1,078,611","43,154 kms",Electric
Hyundai Creta SX,Hyundai,2025,"2,477,799","5,083 kms",Electric
Volkswagen Taigun EX,Volkswagen,2022,"740,067","33,811 kms",Diesel
Nissan Magnite S,Nissan,2020,"895,222","5,445 kms",Petrol
Toyota Urban Cruiser ZXi,Toyota,2025,"923,112","7,506 kms",Petrol
Honda City VXi,Honda,2024,"1,649,011","18,653 kms",Petrol
Kia Carens LXi,Kia,2026,"1,045,973","2,747 kms",Electric
MG Astor SX,MG,2020,"952,639",974 kms,Diesel
MG ZS EV LXi,MG,2020,"1,093,072","47,540 kms",CNG
Kia Carnival Top,Kia,2021,"1,356,378","24,805 kms",Petrol
Skoda Superb LXi,Skoda,2020,"1,276,488","37,470 kms",Petrol
Maruti Ertiga SX(O),Maruti,2021,"1,302,148","85,894 kms",Petrol
Hyundai Venue ZXi,Hyundai,2025,"1,773,606","1,226 kms",Petrol
Skoda Kodiaq S,Skoda,2021,"1,342,100","89,032 kms",Petrol
Kia Seltos SX,Kia,2020,"1,248,380","24,517 kms",Diesel
Tata Harrier ZXi,Tata,2020,"4,954,831","25,228 kms",Diesel
Maruti Grand Vitara SX,Maruti,2022,"1,219,862","30,049 kms",Petrol
Kia Carens S,Kia,2024,"1,039,838","6,927 kms",Petrol
Kia Carnival Top,Kia,2026,"1,064,346","1,806 kms",Electric
Hyundai Alcazar VXi,Hyundai,2021,"700,794","85,854 kms",Diesel
Hyundai Grand i10 Nios EX,Hyundai,2022,"1,112,593","63,504 kms",Petrol
Mahindra Scorpio Classic ZXi,Mahindra,2022,"1,109,477","45,288 kms",Diesel
Honda Amaze LXi,Honda,2019,"901,956","51,869 kms",Petrol
Mahindra XUV300 Top,Mahindra,2022,"903,851","46,970 kms",Diesel
Kia Carnival LXi,Kia,2026,"1,153,090","3,291 kms",CNG
Renault Kiger LXi,Renault,2022,"1,208,164","39,799 kms",Petrol
Volkswagen Virtus Top,Volkswagen,2025,"2,306,006","11,725 kms",Electric
Kia Carens ZXi,Kia,2023,"1,449,666","23,453 kms",Diesel
Maruti Grand Vitara ZXi,Maruti,2023,"1,107,118","25,996 kms",Diesel
Hyundai Verna LXi,Hyundai,2025,"1,553,610","8,616 kms",Petrol
Mahindra XUV400 ZX Plus,Mahindra,2019,"664,464","7,418 kms",Petrol
Toyota Fortuner S,Toyota,2020,"4,744,803","25,072 kms",Petrol
Renault Triber Top,Renault,2023,"1,055,956","30,843 kms",Petrol
Skoda Superb EX,Skoda,2023,"980,673","36,251 kms",Petrol
Hyundai Tucson LXi,Hyundai,2021,"1,111,722","38,317 kms",Petrol
MG Hector Top,MG,2022,"1,268,327","6,501 kms",Petrol
Volkswagen Taigun LXi,Volkswagen,2024,"1,037,422","32,413 kms",Petrol
Volkswagen Tiguan ZX Plus,Volkswagen,2019,"1,360,629","27,847 kms",Diesel
Nissan Magnite VXi,Nissan,2026,"1,169,361",617 kms,CNG
Volkswagen Virtus EX,Volkswagen,2022,"1,356,035","43,980 kms",Diesel
Honda Elevate Top,Honda,2025,"1,082,921","9,703 kms",Petrol
Tata Tiago SX(O),Tata,2025,"591,546","14,043 kms",Diesel
Honda City ZXi,Honda,2026,"1,719,892","4,007 kms",CNG
Renault Kwid EX,Renault,2025,"557,068","4,220 kms",Diesel
Volkswagen Tiguan SX,Volkswagen,2021,"820,518","72,765 kms",Petrol
Nissan Kicks ZXi,Nissan,2022,"787,357","65,582 kms",Petrol
Maruti Celerio EX,Maruti,2026,"1,344,013","3,292 kms",Diesel
Renault Kwid VXi,Renault,2023,"625,326","46,809 kms",Petrol
Tata Harrier S,Tata,2020,"4,045,611","8,244 kms",Diesel
Hyundai i20 VXi,Hyundai,2020,"753,894","64,199 kms",Petrol
Honda City EX,Honda,2021,"1,137,344","21,011 kms",Diesel
Skoda Slavia VXi,Skoda,2020,"1,598,528","46,335 kms",Diesel
Volkswagen Tiguan SX(O),Volkswagen,2022,"712,590","41,571 kms",Petrol
Honda Elevate ZXi,Honda,2020,"1,056,790","29,080 kms",Petrol
Kia Seltos LXi,Kia,2025,"3,171,307","5,160 kms",Petrol
Skoda Kodiaq S,Skoda,2020,"1,109,810","15,734 kms",Petrol
Toyota Hyryder ZXi,Toyota,2019,"891,724","33,436 kms",Diesel
MG Comet EV ZX Plus,MG,2021,"848,953","88,054 kms",Petrol
Volkswagen Taigun SX,Volkswagen,2026,"873,453","1,132 kms",Petrol
Renault Kwid ZX Plus,Renault,2019,"731,521","61,612 kms",Petrol
Nissan Magnite EX,Nissan,2025,"1,047,491","9,137 kms",Diesel
Skoda Superb ZXi,Skoda,2020,"664,470","34,737 kms",Diesel
Kia EV6 ZXi,Kia,2024,"1,364,633","4,491 kms",Petrol
Skoda Kodiaq LXi,Skoda,2019,"934,294","4,317 kms",Diesel
Honda City SX,Honda,2024,"1,801,071","13,149 kms",Petrol
Toyota Innova Crysta ZX Plus,Toyota,2019,"784,957","86,382 kms",CNG
Honda CR-V S,Honda,2023,"1,500,133","56,473 kms",Diesel
Renault Kiger EX,Renault,2026,"1,391,488","4,890 kms",Diesel
Mahindra Bolero Top,Mahindra,2026,"1,024,570","2,144 kms",Petrol
Volkswagen Virtus EX,Volkswagen,2026,"2,304,297","1,131 kms",Petrol
Volkswagen Taigun VXi,Volkswagen,2024,"943,989","34,234 kms",Electric
Maruti XL6 Top,Maruti,2019,"552,705","21,112 kms",CNG
Tata Punch SX,Tata,2021,"1,148,392","117,317 kms",Diesel
Nissan Kicks Top,Nissan,2024,"1,124,213","6,098 kms",CNG
MG ZS EV SX(O),MG,2023,"804,036","2,835 kms",Diesel
Honda Elevate S,Honda,2022,"931,025","7,773 kms",Diesel
Nissan Magnite ZXi,Nissan,2021,"1,097,319",523 kms,Petrol
Tata Curvv SX(O),Tata,2019,"834,522","81,764 kms",Diesel
MG ZS EV ZXi,MG,2019,"829,732","22,748 kms",Petrol
Skoda Superb ZXi,Skoda,2026,"1,366,842","1,499 kms",Diesel
Tata Harrier SX,Tata,2021,"3,679,467","36,558 kms",Diesel
Renault Kwid ZX Plus,Renault,2021,"474,063","26,414 kms",Petrol
Nissan Magnite S,Nissan,2025,"1,001,558","11,004 kms",Petrol
Renault Triber Top,Renault,2021,"1,200,763","58,711 kms",Diesel
Renault Triber ZXi,Renault,2024,"984,342","37,291 kms",Diesel
Kia EV6 ZX Plus,Kia,2022,"1,411,404","43,596 kms",Petrol
Renault Kwid ZX Plus,Renault,2020,"372,880","61,494 kms",Diesel
Hyundai Verna EX,Hyundai,2021,"2,199,407","9,997 kms",Petrol
MG Astor Top,MG,2021,"1,217,791","5,886 kms",Petrol
Nissan Kicks SX(O),Nissan,2022,"1,150,296","19,895 kms",Petrol
Mahindra Scorpio N VXi,Mahindra,2021,"1,012,224","29,275 kms",Diesel
Toyota Fortuner VXi,Toyota,2021,"4,443,466","13,527 kms",Diesel
Volkswagen Taigun VXi,Volkswagen,2021,"810,907","51,355 kms",Diesel
Volkswagen Taigun Top,Volkswagen,2024,"968,041","10,280 kms",Electric
Kia EV6 SX,Kia,2020,"785,067","22,210 kms",Diesel
Renault Kwid ZX Plus,Renault,2026,"435,085","1,276 kms",Petrol
Renault Kiger ZX Plus,Renault,2020,"1,298,607","47,789 kms",Petrol
Volkswagen Taigun VXi,Volkswagen,2024,"1,530,554","21,480 kms",Petrol
Skoda Kodiaq S,Skoda,2022,"1,087,599","21,533 kms",Petrol
Nissan Kicks SX,Nissan,2026,"1,476,117","2,265 kms",Petrol
Nissan Kicks LXi,Nissan,2022,"1,181,964","66,531 kms",Petrol
Toyota Glanza VXi,Toyota,2025,"876,980",752 kms,Petrol
Toyota Urban Cruiser EX,Toyota,2021,"908,587","40,804 kms",Diesel
MG Astor ZXi,MG,2022,"915,355","66,164 kms",Diesel
Nissan Magnite EX,Nissan,2025,"1,262,170","8,085 kms",Diesel
Renault Triber SX(O),Renault,2019,"956,281","91,408 kms",Petrol
Nissan Kicks SX(O),Nissan,2020,"787,106","23,948 kms",Diesel
Volkswagen Virtus EX,Volkswagen,2024,"1,563,870","21,502 kms",Diesel
Toyota Glanza LXi,Toyota,2025,"949,480","8,327 kms",Petrol
Volkswagen Taigun LXi,Volkswagen,2024,"1,149,891","14,161 kms",CNG
Kia Seltos EX,Kia,2022,"2,435,120","3,638 kms",Petrol
Volkswagen Virtus S,Volkswagen,2021,"1,173,750","28,495 kms",Petrol
Volkswagen Taigun ZX Plus,Volkswagen,2020,"1,378,026","76,614 kms",Diesel
MG ZS EV Top,MG,2019,"802,007","74,562 kms",Petrol
Honda Amaze ZX Plus,Honda,2026,"1,734,268","1,762 kms",Electric
Toyota Glanza Top,Toyota,2023,"1,198,515","15,159 kms",Petrol
Maruti S-Cross S,Maruti,2022,"1,279,680","49,941 kms",CNG
Honda Elevate LXi,Honda,2019,"701,192","24,870 kms",Diesel
Volkswagen Virtus ZXi,Volkswagen,2021,"958,488","5,631 kms",Petrol
Hyundai Tucson EX,Hyundai,2025,"1,107,652","4,033 kms",Diesel
Hyundai Exter VXi,Hyundai,2026,"466,516","1,324 kms",Diesel
Nissan Kicks Top,Nissan,2019,"1,035,759","38,031 kms",CNG
Nissan Kicks ZXi,Nissan,2026,"1,127,467","2,167 kms",Diesel
Renault Kwid EX,Renault,2019,"543,552","96,625 kms",Petrol
Toyota Fortuner ZXi,Toyota,2025,"5,572,431","6,811 kms",Diesel
Hyundai Exter VXi,Hyundai,2025,"641,627","10,438 kms",Petrol
Kia Seltos LXi,Kia,2019,"1,544,690","85,295 kms",Petrol
MG ZS EV ZX Plus,MG,2023,"1,335,511","39,854 kms",Petrol
Skoda Superb ZX Plus,Skoda,2023,"1,192,554",242 kms,Petrol
Skoda Kodiaq ZX Plus,Skoda,2025,"802,047","7,546 kms",Diesel
Honda Elevate LXi,Honda,2020,"1,038,066","67,734 kms",Diesel
Kia Carnival ZX Plus,Kia,2020,"819,520","107,125 kms",Diesel
Mahindra Bolero SX,Mahindra,2021,"937,548","45,340 kms",Electric
Skoda Kushaq SX,Skoda,2023,"1,055,060","15,876 kms",Electric
Hyundai Aura SX,Hyundai,2024,"800,781","4,843 kms",Diesel
Nissan Magnite S,Nissan,2025,"967,856","5,916 kms",Petrol
MG Comet EV LXi,MG,2025,"1,053,751","13,611 kms",Petrol
Maruti Alto LXi,Maruti,2019,"595,461","38,327 kms",Petrol
Skoda Superb SX,Skoda,2019,"745,931","46,127 kms",Petrol
Maruti WagonR EX,Maruti,2026,"1,020,188","4,356 kms",Petrol
Honda City ZX Plus,Honda,2023,"1,530,291","38,491 kms",Diesel
Maruti Dzire Top,Maruti,2022,"808,121","55,223 kms",Diesel
Maruti Jimny VXi,Maruti,2022,"801,304","22,564 kms",Petrol
Mahindra XUV300 S,Mahindra,2025,"1,334,294","8,010 kms",Diesel
Maruti Baleno ZX Plus,Maruti,2021,"770,308","2,351 kms",Petrol
Tata Punch VXi,Tata,2020,"997,770","45,127 kms",Petrol
Skoda Kodiaq S,Skoda,2024,"1,133,699","1,434 kms",CNG
Honda CR-V EX,Honda,2026,"753,555","1,618 kms",Petrol
Maruti WagonR SX(O),Maruti,2022,"842,725","4,103 kms",Petrol
Skoda Kodiaq ZXi,Skoda,2021,"987,390","53,869 kms",Petrol
Nissan Kicks ZXi,Nissan,2022,"774,617","16,832 kms",Petrol
Tata Safari ZXi,Tata,2023,"5,651,535","39,404 kms",Diesel
Renault Triber SX,Renault,2024,"999,344","11,916 kms",Diesel
MG Astor LXi,MG,2025,"818,924","1,581 kms",Electric
Mahindra XUV400 SX(O),Mahindra,2024,"1,278,553","12,714 kms",Diesel
Tata Safari Top,Tata,2026,"6,755,314","1,062 kms",Electric
Kia EV6 VXi,Kia,2019,"552,249","74,372 kms",Petrol
Mahindra XUV700 LXi,Mahindra,2019,"3,752,606","52,421 kms",Diesel
Nissan Kicks SX,Nissan,2025,"1,082,021","5,973 kms",Petrol
Renault Kwid SX(O),Renault,2021,"673,399","66,459 kms",Petrol
MG Comet EV Top,MG,2026,"761,720",951 kms,CNG
Mahindra Scorpio N SX(O),Mahindra,2025,"1,706,631","3,284 kms",Diesel
Skoda Kodiaq ZX Plus,Skoda,2023,"1,278,418","3,909 kms",Petrol
Hyundai i20 S,Hyundai,2026,"1,319,501",788 kms,Petrol
Skoda Kushaq VXi,Skoda,2019,"956,532","2,489 kms",Diesel
Honda Elevate EX,Honda,2026,"1,030,357","3,445 kms",Petrol
Skoda Kodiaq LXi,Skoda,2022,"725,004","13,551 kms",Petrol
Nissan Magnite Top,Nissan,2025,"1,101,597","9,709 kms",Electric
Kia Carnival ZX Plus,Kia,2024,"1,005,993","24,774 kms",Diesel
Maruti Swift Top,Maruti,2021,"801,073","18,042 kms",Diesel
Honda Elevate VXi,Honda,2023,"1,393,934","23,701 kms",Diesel
Toyota Urban Cruiser EX,Toyota,2025,"1,474,933","3,844 kms",Petrol
Kia EV6 SX,Kia,2022,"1,045,346",637 kms,Petrol
Hyundai Venue S,Hyundai,2025,"2,356,831","14,536 kms",Electric
Kia EV6 LXi,Kia,2025,"1,394,492",310 kms,CNG
Kia Carens LXi,Kia,2023,"833,564","2,972 kms",Diesel
Skoda Superb VXi,Skoda,2024,"1,355,892","11,486 kms",Electric
Renault Triber SX,Renault,2026,"1,686,509","2,456 kms",Diesel
Mahindra Scorpio N Top,Mahindra,2021,"614,548","82,595 kms",Petrol
Volkswagen Virtus LXi,Volkswagen,2022,"1,516,237","14,391 kms",Petrol
Mahindra XUV400 S,Mahindra,2023,"869,699","36,828 kms",Diesel
Nissan Magnite LXi,Nissan,2025,"929,507","2,375 kms",Diesel
Maruti Brezza EX,Maruti,2020,"563,486","27,139 kms",CNG
Maruti Celerio S,Maruti,2019,"725,568","18,338 kms",Petrol
Mahindra XUV300 VXi,Mahindra,2026,"1,485,709","1,796 kms",Petrol
Tata Curvv ZX Plus,Tata,2020,"1,049,613","15,275 kms",Petrol
Maruti Celerio S,Maruti,2026,"945,849","1,032 kms",Diesel
Renault Triber ZXi,Renault,2026,"1,020,365",619 kms,Diesel
Renault Triber Top,Renault,2020,"803,498","117,919 kms",Petrol
Kia Carnival S,Kia,2020,"1,127,123","53,994 kms",Petrol
Toyota Hyryder ZXi,Toyota,2024,"1,327,637","25,365 kms",Diesel
Honda Elevate ZXi,Honda,2021,"821,529","46,801 kms",Petrol
Hyundai Creta EX,Hyundai,2022,"1,577,130","24,294 kms",Diesel
Kia Seltos EX,Kia,2022,"2,897,057","45,297 kms",Petrol
Skoda Kushaq Top,Skoda,2023,"1,027,272",133 kms,Petrol
Tata Tiago ZXi,Tata,2019,"519,349","51,840 kms",CNG
Tata Tiago SX(O),Tata,2020,"562,535","87,349 kms",Petrol
Maruti Jimny ZXi,Maruti,2026,"1,645,385","4,363 kms",CNG
Hyundai Venue LXi,Hyundai,2020,"1,348,652","83,500 kms",Petrol
Nissan Kicks SX(O),Nissan,2022,"1,558,221","13,332 kms",Diesel
Hyundai Aura SX,Hyundai,2020,"602,129","99,187 kms",Petrol
Tata Altroz ZXi,Tata,2021,"784,835","30,528 kms",Diesel
MG Comet EV ZXi,MG,2023,"920,604","27,085 kms",CNG
Nissan Kicks S,Nissan,2026,"995,080","3,166 kms",Diesel
Maruti Swift ZX Plus,Maruti,2025,"1,352,375",731 kms,Petrol
Mahindra Scorpio Classic SX,Mahindra,2025,"1,266,084","16,032 kms",Petrol
Nissan Magnite SX,Nissan,2020,"755,943","15,128 kms",Diesel
Renault Kiger VXi,Renault,2026,"1,444,449","2,514 kms",Diesel
Tata Tiago Top,Tata,2021,"540,428","3,358 kms",Petrol
Volkswagen Tiguan SX,Volkswagen,2019,"1,055,975","25,640 kms",Petrol
Renault Kiger ZXi,Renault,2023,"1,465,234","5,771 kms",Petrol
MG Comet EV SX(O),MG,2024,"698,991","16,277 kms",Petrol
Nissan Magnite Top,Nissan,2025,"1,013,945","1,556 kms",Diesel
MG Astor SX(O),MG,2024,"936,379","4,516 kms",Electric
Honda Elevate SX,Honda,2019,"641,399","51,480 kms",CNG
Renault Triber SX(O),Renault,2023,"1,159,991","13,778 kms",Petrol
Volkswagen Tiguan S,Volkswagen,2025,"1,175,027","8,006 kms",Diesel
Honda Elevate S,Honda,2025,"1,169,338","8,574 kms",Diesel
Honda Elevate LXi,Honda,2021,"1,115,602","29,584 kms",Electric
Toyota Urban Cruiser SX(O),Toyota,2026,"782,733","3,987 kms",Electric
Skoda Slavia VXi,Skoda,2021,"1,070,389","59,493 kms",Diesel
Renault Kwid S,Renault,2025,"744,441","4,508 kms",Diesel
Hyundai Exter ZXi,Hyundai,2024,"594,242","11,929 kms",Petrol
Toyota Hyryder SX(O),Toyota,2025,"1,419,274","5,153 kms",Electric
Nissan Magnite LXi,Nissan,2022,"982,846","3,049 kms",Diesel
Renault Triber LXi,Renault,2025,"1,689,893","10,896 kms",Petrol
Honda City S,Honda,2023,"1,681,776","1,929 kms",Petrol
Kia Carnival ZXi,Kia,2026,"1,356,187","1,456 kms",CNG
Renault Kwid SX,Renault,2025,"526,605",174 kms,Diesel
Toyota Urban Cruiser ZXi,Toyota,2021,"1,204,648","48,077 kms",Petrol
Hyundai Venue ZXi,Hyundai,2026,"1,696,958",52 kms,Diesel
Tata Harrier S,Tata,2022,"3,510,337","22,168 kms",Diesel
Renault Triber SX(O),Renault,2025,"1,257,829","4,275 kms",Diesel
Maruti Fronx ZXi,Maruti,2026,"939,827","3,011 kms",Electric
Toyota Glanza ZXi,Toyota,2019,"974,141","82,012 kms",Petrol
Kia Carens S,Kia,2022,"1,366,764","29,321 kms",Diesel
Volkswagen Tiguan LXi,Volkswagen,2019,"732,959","47,415 kms",Petrol
MG Comet EV S,MG,2023,"1,076,008","43,607 kms",Petrol
Toyota Fortuner LXi,Toyota,2026,"2,872,707",363 kms,Electric
Renault Kiger LXi,Renault,2022,"1,040,410","8,721 kms",Petrol
Skoda Superb ZXi,Skoda,2019,"703,658","33,505 kms",Diesel
Mahindra XUV700 ZX Plus,Mahindra,2021,"5,796,932","40,267 kms",Diesel
Mahindra Thar S,Mahindra,2024,"1,268,077","21,063 kms",Diesel
Volkswagen Virtus VXi,Volkswagen,2020,"1,184,612","59,375 kms",Diesel
Volkswagen Tiguan ZX Plus,Volkswagen,2022,"751,999","13,909 kms",Diesel
Toyota Glanza LXi,Toyota,2020,"872,668","65,609 kms",Diesel
Tata Nexon SX,Tata,2019,"1,568,587","63,631 kms",Petrol
Tata Curvv VXi,Tata,2026,"1,533,796","2,286 kms",Petrol
Mahindra Scorpio Classic SX(O),Mahindra,2021,"1,284,199","44,927 kms",Petrol
Toyota Hyryder SX(O),Toyota,2026,"968,447","3,745 kms",Electric
Kia Seltos SX,Kia,2023,"1,583,384","9,572 kms",Diesel
Kia Carens VXi,Kia,2026,"777,526","2,699 kms",Petrol
Hyundai i20 SX(O),Hyundai,2019,"668,222","36,228 kms",Petrol
Toyota Innova Crysta SX(O),Toyota,2025,"1,232,786","10,801 kms",Diesel
Skoda Kushaq VXi,Skoda,2023,"1,373,033","44,274 kms",Petrol
Mahindra Bolero SX(O),Mahindra,2024,"1,447,202","33,232 kms",Diesel
Honda Elevate SX,Honda,2020,"719,301","10,346 kms",Petrol
Maruti Alto Top,Maruti,2025,"589,885","19,939 kms",Diesel
Volkswagen Tiguan EX,Volkswagen,2023,"852,454","6,947 kms",Diesel
Renault Kwid EX,Renault,2025,"666,188","4,677 kms",Petrol
Skoda Kushaq LXi,Skoda,2024,"1,344,322","44,458 kms",Electric
MG Hector EX,MG,2022,"661,565","68,455 kms",Petrol
Toyota Urban Cruiser ZX Plus,Toyota,2023,"1,080,576","26,758 kms",Petrol
Mahindra Thar LXi,Mahindra,2026,"1,657,518","1,196 kms",Petrol
Honda CR-V EX,Honda,2025,"1,269,796","18,370 kms",Diesel
MG Hector ZXi,MG,2025,"1,064,918","1,955 kms",Diesel
Skoda Kodiaq VXi,Skoda,2021,"712,288","62,784 kms",Diesel
Mahindra Thar VXi,Mahindra,2021,"697,734","15,395 kms",Diesel
Tata Altroz S,Tata,2022,"1,184,897","10,088 kms",Diesel
Volkswagen Virtus EX,Volkswagen,2024,"1,893,716","19,642 kms",Petrol
Honda Amaze EX,Honda,2022,"897,141","4,872 kms",Diesel
Skoda Kodiaq ZX Plus,Skoda,2021,"704,112","44,204 kms",Petrol
Maruti Jimny ZX Plus,Maruti,2026,"1,013,864","3,842 kms",CNG
Honda Amaze ZXi,Honda,2024,"1,708,106","35,569 kms",Electric
Tata Safari ZXi,Tata,2022,"5,177,878","35,459 kms",Diesel
Kia Sonet S,Kia,2021,"1,640,589","87,310 kms",Petrol
Hyundai Venue SX,Hyundai,2021,"1,506,790","33,948 kms",Petrol
Toyota Urban Cruiser SX(O),Toyota,2023,"1,066,735","7,800 kms",Diesel
Mahindra Bolero S,Mahindra,2020,"942,359","63,169 kms",Electric
Toyota Fortuner ZXi,Toyota,2022,"2,946,710","16,497 kms",Diesel
Toyota Hyryder VXi,Toyota,2024,"1,333,964","9,422 kms",Electric
Renault Triber SX,Renault,2022,"880,688",741 kms,CNG
Mahindra XUV300 VXi,Mahindra,2021,"1,303,764","66,728 kms",Diesel
Nissan Kicks SX(O),Nissan,2025,"1,423,987","3,395 kms",CNG
Toyota Innova Crysta LXi,Toyota,2025,"1,129,579","8,126 kms",Petrol
Tata Harrier SX(O),Tata,2022,"2,496,252","5,018 kms",Petrol
Volkswagen Taigun ZXi,Volkswagen,2022,"1,059,998","69,367 kms",Petrol
MG ZS EV ZXi,MG,2020,"1,205,041","41,737 kms",Diesel
Honda City SX,Honda,2019,"1,001,809","63,296 kms",CNG
Honda City EX,Honda,2021,"1,859,812","18,534 kms",Electric
MG Comet EV LXi,MG,2019,"1,024,103","21,262 kms",Diesel
Renault Kiger ZX Plus,Renault,2026,"1,213,562","4,246 kms",Diesel
Nissan Kicks ZXi,Nissan,2019,"857,859","95,559 kms",Petrol
Honda CR-V VXi,Honda,2025,"1,518,766","4,604 kms",Petrol
Nissan Magnite SX(O),Nissan,2022,"1,009,992","12,207 kms",Petrol
Renault Kiger ZX Plus,Renault,2026,"1,411,684","2,056 kms",Diesel
Hyundai Grand i10 Nios EX,Hyundai,2021,"988,384","7,850 kms",Petrol
Tata Nexon VXi,Tata,2021,"1,505,418","4,962 kms",Petrol
Toyota Glanza ZXi,Toyota,2025,"1,087,664","10,534 kms",Petrol
Toyota Hyryder Top,Toyota,2025,"917,007","10,347 kms",Diesel
Tata Nexon EX,Tata,2022,"1,985,844","47,874 kms",Diesel
Mahindra XUV400 LXi,Mahindra,2024,"975,875","28,655 kms",Petrol
Honda Elevate SX,Honda,2026,"1,170,051",745 kms,Petrol
MG Comet EV Top,MG,2024,"1,034,973","21,258 kms",Electric
Kia Seltos SX(O),Kia,2026,"1,861,907","3,774 kms",Diesel
Volkswagen Virtus LXi,Volkswagen,2022,"1,396,986","24,617 kms",Diesel
Volkswagen Taigun VXi,Volkswagen,2023,"1,111,063","23,045 kms",Diesel
Skoda Kushaq EX,Skoda,2020,"883,375","17,484 kms",Diesel
Honda CR-V SX(O),Honda,2019,"1,052,446","122,544 kms",Petrol
Volkswagen Taigun ZX Plus,Volkswagen,2026,"906,123",113 kms,Petrol
Volkswagen Taigun Top,Volkswagen,2026,"878,140","1,103 kms",Diesel
Honda CR-V SX,Honda,2026,"1,149,901","4,880 kms",Petrol
Kia Carnival LXi,Kia,2020,"625,999","37,265 kms",Diesel
Tata Altroz VXi,Tata,2019,"728,500","65,531 kms",Petrol
Hyundai Alcazar ZX Plus,Hyundai,2025,"1,493,778","21,460 kms",Petrol
Tata Tigor SX(O),Tata,2021,"1,029,558","96,805 kms",Diesel
Mahindra XUV700 S,Mahindra,2020,"3,188,710","24,472 kms",Diesel
Kia EV6 VXi,Kia,2024,"1,629,722","16,202 kms",Petrol
Skoda Slavia ZXi,Skoda,2021,"1,532,855","64,692 kms",Diesel
Renault Triber SX,Renault,2022,"989,905","6,606 kms",Petrol
Skoda Kushaq SX(O),Skoda,2022,"1,182,039","30,687 kms",Petrol
Hyundai Exter ZXi,Hyundai,2019,"415,196","42,751 kms",Petrol
Renault Kwid SX(O),Renault,2019,"498,097","53,478 kms",Petrol
MG Astor EX,MG,2021,"1,054,388","6,399 kms",Diesel
Skoda Kushaq LXi,Skoda,2025,"1,416,113",895 kms,Petrol
Skoda Slavia ZX Plus,Skoda,2022,"1,216,576","28,102 kms",Petrol
Mahindra Thar EX,Mahindra,2019,"1,157,909","81,755 kms",Diesel
MG Hector VXi,MG,2021,"1,181,290","96,555 kms",Petrol
Hyundai Aura VXi,Hyundai,2024,"1,188,873","11,441 kms",Petrol
