,name,company,year,Price,kms_driven,fuel_type
846,Mahindra Scorpio Classic,Mahindra,2026,1286734,4736,Electric
847,Honda CR-V VXi,Honda,2024,889870,1403,Electric
848,Volkswagen Virtus Top,Volkswagen,2021,1600063,5095,Petrol
849,Nissan Magnite S,Nissan,2022,1143195,10351,Diesel
850,Tata Curvv Top,Tata,2022,1240926,19144,Diesel
851,Toyota Glanza SX,Toyota,2019,715527,339,Petrol
852,Nissan Kicks ZXi,Nissan,2020,915578,62067,Diesel
853,Toyota Hyryder S,Toyota,2019,694082,20564,Petrol
854,Mahindra Scorpio N,Mahindra,2026,1357245,615,Electric
855,Nissan Magnite SX,Nissan,2024,1095336,1112,Electric
856,Toyota Fortuner S,Toyota,2019,2372827,15652,Petrol
857,Renault Kwid EX,Renault,2023,363402,62459,Petrol
858,Mahindra Bolero LXi,Mahindra,2022,890383,22536,Diesel
859,Maruti Celerio VXi,Maruti,2022,743680,28796,Petrol
860,Skoda Slavia S,Skoda,2021,1831133,85498,Petrol
861,Tata Safari EX,Tata,2022,2526905,2229,Diesel
862,Kia Carens EX,Kia,2021,931665,13874,Petrol
863,Tata Punch SX(O),Tata,2023,1262504,17088,Diesel
864,Tata Nexon Top,Tata,2025,2308781,7777,Petrol
865,MG Astor S,MG,2025,1244416,12819,Diesel
866,Maruti Swift SX,Maruti,2024,1357067,25854,Petrol
867,MG Hector ZXi,MG,2021,979844,42883,Electric
868,MG Hector EX,MG,2023,891048,28426,Petrol
869,Kia Sonet LXi,Kia,2022,2181561,87066,Petrol
870,Mahindra Scorpio N,Mahindra,2026,1197117,787,CNG
871,Kia Sonet VXi,Kia,2025,3260224,12120,Diesel
872,Maruti Fronx Top,Maruti,2025,1058859,10750,CNG
873,Skoda Kodiaq SX(O),Skoda,2022,1068555,72449,Petrol
874,Hyundai Grand i10,Hyundai,2024,1105166,24434,Petrol
875,Maruti Celerio SX,Maruti,2020,753750,26176,CNG
876,Kia Carens ZXi,Kia,2025,1164852,4748,Electric
877,Mahindra XUV300 SX(O),Mahindra,2019,781560,26547,Petrol
878,Kia Carnival VXi,Kia,2020,1170734,52217,Diesel
879,Renault Kiger SX,Renault,2026,1708164,3335,Petrol
880,Maruti Celerio LXi,Maruti,2024,1176478,28185,Diesel
881,Maruti WagonR ZXi,Maruti,2025,880344,10308,Petrol
882,MG Comet EV,MG,2026,1590076,407,Petrol
883,Skoda Superb SX,Skoda,2025,1186841,2169,Diesel
884,Maruti WagonR SX(O),Maruti,2026,1439372,2042,Diesel
885,MG ZS EV,MG,2020,868509,50403,Diesel
886,Maruti Alto S,Maruti,2026,564492,4688,Electric
887,Kia Carnival Top,Kia,2024,935498,8560,Electric
888,Skoda Kodiaq VXi,Skoda,2019,800843,34063,Diesel
889,MG Astor ZX,MG,2023,1200736,22480,CNG
890,Hyundai Verna SX,Hyundai,2024,1472347,5413,Diesel
891,Honda Elevate EX,Honda,2019,615284,147790,Petrol
892,Tata Altroz Top,Tata,2022,1335852,1305,Petrol
893,MG Astor Top,MG,2019,960600,13107,Petrol
894,Tata Tigor SX(O),Tata,2021,723915,32755,Petrol
895,Kia Carens SX(O),Kia,2022,964435,54207,Petrol
896,MG Hector VXi,MG,2023,1108307,22498,Diesel
897,Skoda Superb Top,Skoda,2024,1273907,2762,Petrol
898,MG Astor VXi,MG,2020,871568,50339,Diesel
899,Renault Kwid EX,Renault,2020,575311,17655,Electric
900,Renault Triber EX,Renault,2024,1277157,22050,Petrol
901,Kia EV6 ZX,Kia,2023,873138,7967,Diesel
902,Hyundai Exter EX,Hyundai,2026,849907,823,Electric
903,Maruti Brezza ZX,Maruti,2019,947297,48725,Petrol
904,Honda Amaze ZXi,Honda,2024,1047404,16430,Petrol
905,Hyundai Tucson LXi,Hyundai,2023,1481340,49974,Diesel
906,Volkswagen Tiguan VXi,Volkswagen,2020,1004215,84279,Diesel
907,Tata Nexon LXi,Tata,2019,1634572,50144,Diesel
908,Volkswagen Taigun ZX,Volkswagen,2023,1274252,5067,Petrol
909,Hyundai Aura EX,Hyundai,2020,974591,136925,Diesel
910,Hyundai Venue LXi,Hyundai,2026,2672986,54,Petrol
911,Renault Kwid ZX,Renault,2024,576522,25703,Electric
912,Honda Amaze ZXi,Honda,2023,1476919,45585,Diesel
913,MG ZS EV,MG,2022,1032741,36119,Petrol
914,Kia EV6 S,Kia,2026,1389595,4822,Diesel
915,Tata Altroz SX,Tata,2026,1406347,585,Petrol
916,Maruti Alto SX(O),Maruti,2020,325387,27003,Diesel
917,Tata Curvv Top,Tata,2020,809967,33813,Diesel
918,Volkswagen Virtus EX,Volkswagen,2026,1920389,345,Petrol
919,Kia Carnival Top,Kia,2023,1340842,27286,Petrol
920,Volkswagen Tiguan SX,Volkswagen,2022,1179345,18719,Diesel
921,Renault Triber VXi,Renault,2020,1160823,50930,Diesel
922,Mahindra XUV300 LXi,Mahindra,2025,1200542,2228,Electric
923,Nissan Kicks ZXi,Nissan,2026,1280605,2196,CNG
924,Nissan Kicks S,Nissan,2023,969853,2891,Diesel
925,Toyota Fortuner EX,Toyota,2024,3858799,6250,Petrol
926,Honda CR-V LXi,Honda,2019,942147,74179,Petrol
927,Kia Carens SX,Kia,2026,1001664,4710,Petrol
928,Volkswagen Virtus Top,Volkswagen,2022,1920451,23786,Diesel
929,Renault Kwid EX,Renault,2026,698735,956,Diesel
930,Renault Triber Top,Renault,2023,1310512,52518,Diesel
931,Kia Carnival Top,Kia,2025,1351946,13805,Diesel
932,Tata Tigor LXi,Tata,2021,815922,79415,Diesel
933,Honda City ZX,Honda,2020,1804934,63772,Diesel
934,Volkswagen Taigun ZXi,Volkswagen,2020,937200,7966,Petrol
935,Mahindra XUV300 ZXi,Mahindra,2022,768014,21234,Diesel
936,Tata Curvv SX,Tata,2020,1102283,20699,Diesel
937,Toyota Fortuner Top,Toyota,2026,4753935,700,Diesel
938,MG ZS EV,MG,2019,879912,31405,Diesel
939,Maruti Grand Vitara,Maruti,2026,1308440,1908,Electric
940,Maruti Alto SX(O),Maruti,2022,586438,36604,Diesel
941,Volkswagen Taigun EX,Volkswagen,2025,1029238,6483,Diesel
942,Kia EV6 VXi,Kia,2019,837407,18134,CNG
943,Hyundai Verna SX,Hyundai,2026,1391994,1553,Petrol
944,Skoda Kushaq Top,Skoda,2024,1333139,5972,Diesel
945,Toyota Fortuner S,Toyota,2020,3504352,3216,Petrol
946,Hyundai Verna Top,Hyundai,2021,1796291,90085,Diesel
947,Toyota Fortuner EX,Toyota,2024,5861694,12078,Electric
948,MG Astor ZX,MG,2025,854928,11611,Petrol
949,Toyota Glanza LXi,Toyota,2023,903209,33519,Petrol
950,Toyota Glanza SX(O),Toyota,2023,980950,15632,Diesel
951,Renault Triber LXi,Renault,2021,959237,11304,Diesel
952,Hyundai Creta SX,Hyundai,2021,2533378,60335,Petrol
953,Tata Tiago S,Tata,2019,419384,126867,Electric
954,Nissan Kicks EX,Nissan,2021,1136703,28072,Diesel
955,Hyundai Creta ZX,Hyundai,2019,2317819,24328,Petrol
956,Volkswagen Tiguan ZXi,Volkswagen,2021,1303656,6530,Diesel
957,Renault Kwid ZXi,Renault,2026,766926,1411,Electric
958,Volkswagen Tiguan Top,Volkswagen,2022,1397156,627,Petrol
959,Tata Curvv ZX,Tata,2023,994806,32407,Petrol
960,Honda Amaze S,Honda,2023,1043251,46912,Petrol
961,Skoda Superb EX,Skoda,2023,907755,37870,Diesel
962,Volkswagen Taigun EX,Volkswagen,2024,851185,33091,Diesel
963,Maruti Fronx Top,Maruti,2022,745064,43354,Petrol
964,Mahindra Bolero ZXi,Mahindra,2022,1479082,15061,CNG
965,Tata Altroz S,Tata,2023,800595,10125,Petrol
966,Kia Sonet LXi,Kia,2024,2310443,13938,CNG
967,Volkswagen Tiguan ZXi,Volkswagen,2019,643708,7802,Diesel
968,Hyundai Grand i10,Hyundai,2024,1186675,7294,Electric
969,Nissan Kicks SX,Nissan,2026,1201460,4895,Petrol
970,Honda City ZXi,Honda,2019,1160691,6563,Diesel
971,Skoda Slavia LXi,Skoda,2022,1171300,30524,Petrol
972,Renault Kwid LXi,Renault,2026,806035,65,Petrol
973,Honda City EX,Honda,2024,1733845,24761,CNG
974,Renault Kiger ZX,Renault,2023,848191,30136,CNG
975,Maruti XL6 VXi,Maruti,2026,1071294,4333,Petrol
976,Maruti Jimny Top,Maruti,2023,1314326,14928,Diesel
977,Hyundai Tucson S,Hyundai,2023,934644,27964,Diesel
978,Honda Elevate SX(O),Honda,2024,938973,14392,Diesel
979,Volkswagen Virtus VXi,Volkswagen,2025,1677969,12014,Electric
980,Hyundai i20 Top,Hyundai,2021,1112532,8108,Petrol
981,Nissan Kicks ZX,Nissan,2020,1311276,38233,Petrol
982,Tata Punch SX,Tata,2026,1719729,97,Diesel
983,Mahindra XUV300 SX,Mahindra,2020,1019486,83155,CNG
984,MG ZS EV,MG,2025,1096815,22118,CNG
985,Nissan Kicks S,Nissan,2021,1345633,9971,Petrol
986,Renault Kiger ZXi,Renault,2019,787595,27758,Petrol
987,Toyota Fortuner ZX,Toyota,2022,5432138,35934,Petrol
988,Volkswagen Taigun ZX,Volkswagen,2023,1007148,12644,Diesel
989,Toyota Hyryder ZX,Toyota,2020,1081107,42027,Petrol
990,Hyundai Verna EX,Hyundai,2025,2331346,1394,Electric
991,Honda Elevate LXi,Honda,2020,1173490,129336,Petrol
992,Volkswagen Tiguan Top,Volkswagen,2020,1133724,8466,Diesel
993,Maruti XL6 VXi,Maruti,2020,1036225,16041,Diesel
994,Volkswagen Tiguan S,Volkswagen,2022,770925,9421,Petrol
995,Maruti Fronx ZX,Maruti,2025,878490,13795,Diesel
996,Kia Carnival LXi,Kia,2020,1062334,91191,Diesel
997,Kia EV6 Top,Kia,2025,1149418,7183,CNG
998,Mahindra Bolero Top,Mahindra,2019,1105629,97078,Petrol
999,Maruti Dzire S,Maruti,2022,1219921,59120,Diesel
1000,Renault Kiger ZXi,Renault,2024,1489175,19196,Petrol
1001,MG Astor VXi,MG,2019,928159,28788,Petrol
1002,Maruti Dzire SX,Maruti,2023,867840,34225,Petrol
1003,Honda City S,Honda,2021,1651674,224,Diesel
1004,Mahindra Thar LXi,Mahindra,2024,972121,8765,Electric
1005,Kia Carens SX,Kia,2023,885892,343,Diesel
1006,Honda City EX,Honda,2019,1244359,97932,Petrol
1007,Renault Kiger VXi,Renault,2021,888573,72602,Diesel
1008,Toyota Hyryder ZXi,Toyota,2022,873758,39424,Petrol
1009,Toyota Urban Cruiser,Toyota,2023,1147335,12496,Diesel
1010,Tata Curvv Top,Tata,2019,894681,104309,Diesel
1011,Maruti XL6 LXi,Maruti,2021,729745,46896,Petrol
1012,Maruti Swift ZX,Maruti,2022,1373406,44627,Diesel
1013,Hyundai Creta SX,Hyundai,2022,1961941,32000,Diesel
1014,Nissan Kicks EX,Nissan,2023,1221473,21872,Petrol
1015,Toyota Glanza ZXi,Toyota,2019,984173,81288,Petrol
1016,Honda CR-V VXi,Honda,2024,1319693,3453,Petrol
1017,Volkswagen Tiguan EX,Volkswagen,2025,981523,1531,Electric
1018,Hyundai Exter SX(O),Hyundai,2025,570489,9636,Diesel
1019,Hyundai i20 SX,Hyundai,2026,1151336,1210,Petrol
1020,Honda Elevate S,Honda,2026,967804,1358,Petrol
1021,Maruti Jimny VXi,Maruti,2025,908312,3249,Petrol
1022,Tata Punch ZX,Tata,2024,968760,29953,Petrol
1023,Skoda Slavia S,Skoda,2022,1616022,13508,Petrol
1024,Tata Harrier EX,Tata,2026,5394316,1259,Electric
1025,Kia Carens Top,Kia,2026,1123849,2467,Petrol
1026,Renault Kiger SX,Renault,2024,1483852,1865,Diesel
1027,Honda Amaze Top,Honda,2020,812753,43959,Petrol
1028,Renault Kiger S,Renault,2019,712024,58797,Electric
1029,Maruti Swift ZX,Maruti,2019,1269772,23317,Diesel
1030,Maruti Celerio SX,Maruti,2023,948641,67701,Petrol
1031,Volkswagen Taigun SX,Volkswagen,2020,1025164,63005,Petrol
1032,Hyundai Creta Top,Hyundai,2019,1789108,2483,Diesel
1033,Toyota Innova Crysta,Toyota,2023,1243279,29367,Diesel
1034,Hyundai Verna SX,Hyundai,2023,1563491,26825,Diesel
1035,Tata Tiago VXi,Tata,2019,541400,67285,Petrol
1036,MG Astor VXi,MG,2023,682941,19915,Petrol
1037,Kia EV6 VXi,Kia,2019,726672,132965,Diesel
1038,Tata Nexon SX,Tata,2026,2246476,569,Petrol
1039,Kia EV6 SX(O),Kia,2026,914935,4617,Diesel
1040,Honda City EX,Honda,2024,2323131,16649,Petrol
1041,MG ZS EV,MG,2026,1184165,735,Petrol
1042,Mahindra Bolero Top,Mahindra,2021,1046181,102470,Petrol
1043,Volkswagen Virtus SX,Volkswagen,2023,1585404,41622,Petrol
1044,Tata Nexon ZX,Tata,2026,2702898,4475,Petrol
1045,Nissan Kicks EX,Nissan,2019,693869,136343,Petrol
1046,Skoda Slavia S,Skoda,2026,1628875,797,Electric
1047,Renault Kwid ZXi,Renault,2021,558079,3073,Petrol
1048,Toyota Hyryder Top,Toyota,2024,1321562,16446,Electric
1049,Tata Harrier ZXi,Tata,2026,5032802,4531,Diesel
1050,Tata Tigor VXi,Tata,2025,970017,4881,Diesel
1051,Nissan Magnite SX,Nissan,2025,1644411,5433,Electric
1052,Maruti Fronx LXi,Maruti,2019,673867,24292,Petrol
1053,Nissan Kicks EX,Nissan,2019,797839,28663,Diesel
1054,Nissan Magnite SX(O),Nissan,2021,1116527,37873,Petrol
1055,Toyota Urban Cruiser,Toyota,2026,1256504,2497,CNG
1056,Skoda Superb Top,Skoda,2024,757338,9081,CNG
1057,Mahindra XUV300 SX,Mahindra,2020,865272,7228,Diesel
1058,Nissan Kicks VXi,Nissan,2022,1109029,34259,Diesel
1059,MG Astor ZX,MG,2026,1025161,4010,Petrol
1060,Volkswagen Virtus SX(O),Volkswagen,2025,1418266,8224,Petrol
1061,MG ZS EV,MG,2022,1268688,32543,Diesel
1062,Kia EV6 EX,Kia,2019,691540,83237,Diesel
1063,Maruti Celerio SX(O),Maruti,2022,1115669,96924,CNG
1064,Honda Elevate ZXi,Honda,2024,923089,8127,Petrol
1065,Toyota Fortuner ZX,Toyota,2020,4498016,28669,Diesel
1066,Toyota Hyryder SX,Toyota,2022,1356344,35500,Petrol
1067,Nissan Magnite Top,Nissan,2025,976611,2869,Petrol
1068,Honda Elevate SX(O),Honda,2026,1432324,3426,Electric
1069,Nissan Kicks VXi,Nissan,2021,1186068,28846,CNG
1070,Toyota Urban Cruiser,Toyota,2024,908136,6181,Electric
1071,Maruti Swift VXi,Maruti,2025,1224530,11599,Petrol
1072,Renault Kwid VXi,Renault,2025,493188,4684,Diesel
1073,Tata Safari ZX,Tata,2020,2996886,69525,Petrol
1074,MG Astor Top,MG,2025,943584,4245,Diesel
1075,Maruti Grand Vitara,Maruti,2025,878218,3323,Petrol
1076,Maruti Grand Vitara,Maruti,2020,799920,14658,Petrol
1077,Tata Safari VXi,Tata,2022,3201095,90733,Petrol
1078,Honda CR-V SX,Honda,2020,1341244,31861,CNG
1079,Nissan Kicks SX,Nissan,2019,808406,67133,Petrol
1080,Mahindra Scorpio Classic,Mahindra,2024,1023916,34365,Electric
1081,Mahindra XUV300 LXi,Mahindra,2020,856267,105356,Diesel
1082,Skoda Superb LXi,Skoda,2022,834019,26438,CNG
1083,Toyota Hyryder VXi,Toyota,2026,1288621,2376,Diesel
1084,Kia Seltos SX(O),Kia,2023,2195341,13577,Petrol
1085,Nissan Magnite VXi,Nissan,2022,1145977,10716,Electric
1086,Toyota Urban Cruiser,Toyota,2020,860118,50251,Petrol
1087,MG ZS EV,MG,2020,1244540,35902,Diesel
1088,Kia Carens LXi,Kia,2023,1070925,29973,Petrol
1089,Tata Tigor LXi,Tata,2022,870177,15468,Petrol
1090,Maruti XL6 LXi,Maruti,2021,892800,95350,Diesel
1091,Skoda Superb EX,Skoda,2026,1353836,3103,Diesel
1092,Toyota Glanza SX(O),Toyota,2025,1282490,3864,Petrol
1093,Renault Triber LXi,Renault,2021,840137,25306,Petrol
1094,Volkswagen Tiguan ZXi,Volkswagen,2022,997600,22401,Diesel
1095,Honda CR-V S,Honda,2019,1114525,55679,Petrol
1096,MG Hector S,MG,2019,1155099,35254,Petrol
1097,Nissan Magnite SX(O),Nissan,2021,793233,45532,Diesel
1098,Tata Curvv SX,Tata,2021,974133,46093,Petrol
1099,Honda Amaze ZX,Honda,2023,680304,7077,Petrol
1100,Maruti WagonR ZX,Maruti,2026,1562588,2646,Petrol
1101,Toyota Innova Crysta,Toyota,2021,938404,28069,Petrol
1102,Renault Triber ZX,Renault,2024,1012127,11900,Electric
1103,Honda City ZXi,Honda,2021,1228000,38074,Diesel
1104,Hyundai Verna ZXi,Hyundai,2026,1966599,4209,Petrol
1105,Mahindra Scorpio Classic,Mahindra,2021,921036,84134,Diesel
1106,Renault Kiger ZXi,Renault,2022,1274693,27332,Petrol
1107,Nissan Kicks VXi,Nissan,2025,1367582,1733,Diesel
1108,MG Hector ZX,MG,2026,1138844,2936,Electric
1109,Hyundai Venue EX,Hyundai,2022,2396033,1049,Petrol
1110,Renault Kwid EX,Renault,2026,906280,2850,CNG
1111,Hyundai Verna S,Hyundai,2022,1341239,59687,CNG
1112,Nissan Magnite EX,Nissan,2022,1255280,53648,Diesel
1113,Mahindra XUV700 LXi,Mahindra,2021,4770198,21387,Diesel
1114,Skoda Slavia SX,Skoda,2019,1358921,131079,Diesel
1115,Volkswagen Virtus S,Volkswagen,2023,1458506,30194,Diesel
1116,Honda City Top,Honda,2024,1266870,22327,Petrol
1117,Maruti Celerio SX(O),Maruti,2021,982316,8725,Petrol
1118,Hyundai Tucson ZX,Hyundai,2019,999236,41061,CNG
1119,MG Hector ZX,MG,2025,1138380,3902,Electric
1120,Volkswagen Taigun LXi,Volkswagen,2020,632785,100354,Petrol
1121,Toyota Glanza VXi,Toyota,2023,985863,27046,Petrol
1122,Toyota Innova Crysta,Toyota,2022,1093295,51302,Diesel
1123,Skoda Superb VXi,Skoda,2022,776931,16642,Petrol
1124,Nissan Kicks Top,Nissan,2024,969281,37804,Electric
1125,Maruti Alto VXi,Maruti,2023,626708,11445,Petrol
1126,Toyota Innova Crysta,Toyota,2019,728986,129583,Diesel
1127,Renault Kiger LXi,Renault,2022,853437,21027,Diesel
1128,Mahindra XUV300 SX(O),Mahindra,2026,1022727,3188,Petrol
1129,Kia Carens VXi,Kia,2024,1464582,21684,Diesel
1130,Tata Altroz EX,Tata,2025,942531,8018,Diesel
1131,Volkswagen Taigun S,Volkswagen,2021,1192393,73558,Diesel
1132,Skoda Kushaq VXi,Skoda,2025,1204676,2873,Electric
1133,Volkswagen Virtus ZX,Volkswagen,2019,1681583,107333,Diesel
1134,Maruti Ertiga ZXi,Maruti,2025,1435548,9184,Petrol
1135,Hyundai Grand i10,Hyundai,2022,991856,12654,Diesel
1136,Volkswagen Taigun VXi,Volkswagen,2022,955617,96281,Petrol
1137,Volkswagen Virtus ZXi,Volkswagen,2020,1781364,100212,CNG
1138,Renault Kiger VXi,Renault,2023,1346877,14025,Diesel
1139,Kia Carnival SX,Kia,2019,1133514,9467,Petrol
1140,Kia Seltos ZX,Kia,2024,2040276,14921,Diesel
1141,Tata Safari SX(O),Tata,2022,4562440,10083,Petrol
1142,Renault Kwid ZX,Renault,2022,558112,27590,Petrol
1143,Renault Triber SX,Renault,2019,693563,919,Diesel
1144,Hyundai Verna ZX,Hyundai,2019,1297539,21810,Petrol
1145,Skoda Superb SX,Skoda,2020,754917,66278,CNG
1146,Mahindra Scorpio Classic,Mahindra,2026,1188419,1620,Petrol
1147,Mahindra XUV400 S,Mahindra,2021,823168,27341,Diesel
1148,Nissan Magnite ZX,Nissan,2023,893431,12480,Petrol
1149,Tata Curvv LXi,Tata,2020,863304,31731,Petrol
1150,Skoda Kodiaq SX,Skoda,2026,1241611,4132,Diesel
1151,Hyundai Verna VXi,Hyundai,2024,2002912,12223,Petrol
1152,Tata Punch VXi,Tata,2019,604017,37692,Petrol
1153,Hyundai Grand i10,Hyundai,2026,1193473,2135,Electric
1154,Tata Nexon ZX,Tata,2023,2299409,16358,Petrol
1155,Hyundai Tucson SX(O),Hyundai,2024,1607634,16361,Diesel
1156,Mahindra Scorpio Classic,Mahindra,2020,676108,63162,Diesel
1157,Skoda Superb VXi,Skoda,2023,1000189,11494,Petrol
1158,Honda CR-V ZXi,Honda,2022,1076236,20082,Petrol
1159,Hyundai Creta SX(O),Hyundai,2023,2169117,24750,Diesel
1160,Tata Safari VXi,Tata,2019,3975755,96864,Petrol
1161,Mahindra XUV700 ZX,Mahindra,2020,3123781,35377,Diesel
1162,MG Hector SX,MG,2025,853392,12461,Petrol
1163,Kia Seltos LXi,Kia,2021,2339269,94739,Petrol
1164,Nissan Kicks ZX,Nissan,2021,1391452,12926,Diesel
1165,Nissan Kicks ZX,Nissan,2022,1284324,44624,Diesel
1166,Toyota Urban Cruiser,Toyota,2021,783538,69660,Petrol
1167,Hyundai Venue ZXi,Hyundai,2023,2477184,13577,Petrol
1168,Skoda Kodiaq LXi,Skoda,2026,781210,3032,Diesel
1169,Nissan Kicks ZXi,Nissan,2023,1092786,41287,Petrol
1170,Tata Harrier SX,Tata,2021,5139544,42012,Diesel
1171,Volkswagen Taigun Top,Volkswagen,2019,1106857,18069,Diesel
1172,Tata Harrier LXi,Tata,2026,3163233,479,Petrol
1173,Nissan Kicks ZXi,Nissan,2023,1116810,47134,Petrol
1174,Nissan Magnite SX(O),Nissan,2019,742765,113955,Diesel
1175,Tata Safari S,Tata,2023,2899299,39033,Diesel
1176,Hyundai Venue ZX,Hyundai,2025,3406695,2297,Electric
1177,Maruti Jimny VXi,Maruti,2025,1517379,8651,Petrol
1178,Honda Amaze S,Honda,2020,655593,88215,Petrol
1179,Honda Elevate ZX,Honda,2019,985515,79712,CNG
1180,Maruti S-Cross ZXi,Maruti,2022,1220869,23922,Diesel
1181,Nissan Kicks ZXi,Nissan,2025,889510,8867,CNG
1182,Maruti Jimny LXi,Maruti,2023,924875,15137,Petrol
1183,Toyota Urban Cruiser,Toyota,2023,889703,39758,Diesel
1184,Honda CR-V SX(O),Honda,2024,802908,17359,Diesel
1185,Honda Amaze SX,Honda,2023,1239392,38376,Petrol
1186,MG Hector Top,MG,2021,1131084,26805,Diesel
1187,Kia Carens LXi,Kia,2026,816754,2142,Petrol
1188,Mahindra Scorpio N,Mahindra,2022,700949,16182,Diesel
1189,Volkswagen Tiguan SX(O),Volkswagen,2026,1107828,3769,Electric
1190,MG Comet EV,MG,2019,720321,74967,Diesel
1191,Renault Kiger LXi,Renault,2024,984452,18876,Diesel
1192,Volkswagen Taigun LXi,Volkswagen,2023,984400,40192,Petrol
1193,Volkswagen Virtus S,Volkswagen,2021,1127087,9071,Petrol
1194,Volkswagen Taigun ZXi,Volkswagen,2020,1128660,37557,Petrol
1195,Tata Altroz EX,Tata,2019,624692,2484,Diesel
1196,Volkswagen Virtus ZXi,Volkswagen,2022,1309632,9715,Diesel
1197,Tata Tigor ZXi,Tata,2024,1472743,29780,Diesel
1198,Nissan Kicks ZXi,Nissan,2022,887211,20843,Petrol
1199,Kia Carens ZXi,Kia,2021,728806,59572,Petrol
1200,MG Hector EX,MG,2020,1129753,3418,Petrol
1201,Hyundai Exter SX,Hyundai,2025,765275,10162,CNG
1202,Tata Nexon Top,Tata,2019,2231420,18645,Diesel
1203,Honda City SX,Honda,2026,1762860,4617,Petrol
1204,Renault Kwid EX,Renault,2023,332201,38362,Petrol
1205,Skoda Kushaq EX,Skoda,2023,1485276,2929,Petrol
1206,Hyundai Aura ZXi,Hyundai,2020,819592,19645,CNG
1207,Honda Amaze ZX,Honda,2026,1204565,2804,Electric
1208,Honda City ZXi,Honda,2024,1683413,24262,Diesel
1209,Mahindra XUV300 Top,Mahindra,2022,1201378,28660,Diesel
1210,Volkswagen Virtus VXi,Volkswagen,2021,1336609,39203,Petrol
1211,Volkswagen Taigun LXi,Volkswagen,2022,1338213,27327,Diesel
1212,Renault Kwid LXi,Renault,2023,528003,14770,Petrol
1213,Honda City SX,Honda,2021,1989128,56951,Petrol
1214,Volkswagen Tiguan SX,Volkswagen,2021,643094,8231,Diesel
1215,Toyota Hyryder LXi,Toyota,2026,1370192,3826,CNG
1216,Renault Kwid SX,Renault,2019,391464,86200,Petrol
1217,Honda Elevate EX,Honda,2024,946669,19952,Electric
1218,Hyundai i20 S,Hyundai,2026,762457,1196,Diesel
1219,Mahindra Scorpio Classic,Mahindra,2019,576716,48001,Diesel
1220,Skoda Superb VXi,Skoda,2023,969952,15622,Diesel
1221,Tata Curvv EX,Tata,2019,1259788,4276,Petrol
1222,MG ZS EV,MG,2023,1419385,375,Petrol
1223,MG ZS EV,MG,2026,1449892,3577,Diesel
1224,Nissan Kicks LXi,Nissan,2021,918750,79177,Diesel
1225,Maruti Celerio Top,Maruti,2023,1150165,24196,Diesel
1226,Honda Amaze EX,Honda,2020,729403,43494,Diesel
1227,Nissan Kicks ZX,Nissan,2025,1190752,19984,Diesel
1228,Honda City ZXi,Honda,2020,1403177,44475,Petrol
1229,MG Astor SX,MG,2023,673623,6257,Petrol
1230,MG Comet EV,MG,2021,1404358,54618,Petrol
1231,Skoda Slavia SX(O),Skoda,2023,2340582,3154,CNG
1232,Honda Amaze SX(O),Honda,2020,805733,85431,Petrol
1233,Tata Tiago ZX,Tata,2023,449800,2709,Petrol
1234,Renault Kiger ZX,Renault,2020,1046841,13031,CNG
1235,Skoda Superb ZXi,Skoda,2021,1157195,105372,Petrol
1236,MG Hector VXi,MG,2024,700382,1697,Electric
1237,Nissan Magnite LXi,Nissan,2020,1179048,65186,Diesel
1238,Tata Curvv LXi,Tata,2019,884261,65381,Diesel
1239,MG ZS EV,MG,2025,1506379,6142,Diesel
1240,MG ZS EV,MG,2022,893809,52827,Diesel
1241,Honda City SX,Honda,2021,1606687,30023,Diesel
1242,Mahindra Thar SX(O),Mahindra,2022,717576,31870,Petrol
1243,Tata Harrier VXi,Tata,2020,3696407,40103,Petrol
1244,Renault Triber EX,Renault,2020,964373,52528,Diesel
1245,Honda CR-V S,Honda,2023,1172019,44870,Diesel
1246,Honda City VXi,Honda,2023,1228265,29578,Petrol
1247,Maruti WagonR ZXi,Maruti,2026,1148802,4827,Petrol
1248,Honda City SX(O),Honda,2025,1950923,11684,Petrol
1249,Hyundai Exter LXi,Hyundai,2022,780587,54627,Petrol
1250,Nissan Kicks ZX,Nissan,2026,730779,4027,Petrol
1251,Maruti Fronx LXi,Maruti,2023,869589,25168,Petrol
1252,Volkswagen Tiguan VXi,Volkswagen,2023,1180248,28500,Electric
1253,MG ZS EV,MG,2020,797350,129334,Diesel
1254,Nissan Kicks Top,Nissan,2023,1296134,13959,Petrol
1255,Hyundai Alcazar SX,Hyundai,2021,943473,903,Petrol
1256,Volkswagen Tiguan SX(O),Volkswagen,2025,1094382,910,Diesel
1257,Tata Altroz LXi,Tata,2024,1263258,30257,Diesel
1258,Nissan Magnite ZX,Nissan,2019,897911,13368,Petrol
1259,Mahindra XUV300 VXi,Mahindra,2023,1242463,16347,Diesel
1260,Volkswagen Virtus Top,Volkswagen,2024,2051918,10687,Electric
1261,Renault Kiger ZXi,Renault,2023,804239,340,Diesel
1262,Tata Safari SX(O),Tata,2020,4499602,109679,Petrol
1263,Maruti XL6 ZX,Maruti,2021,1092714,72543,Petrol
1264,Tata Altroz LXi,Tata,2023,1225750,3176,Petrol
1265,Volkswagen Virtus EX,Volkswagen,2026,1865905,2004,Diesel
1266,Mahindra Scorpio N,Mahindra,2024,1360423,35237,Petrol
1267,Volkswagen Tiguan SX,Volkswagen,2019,787930,21464,Diesel
